dev_addr,time,m_hdr_type,f_cnt,f_port,bandwidth,sf,coding_rate,frequency,rssi,channel_rssi,snr,inter_arrival_time_ms
260CC1A1,2022-03-17T12:44:55.279792339Z,UNCONFIRMED_UP,3691,1,125000,7,4/5,903900000,-101,-101,6.25,19634.872928999364
260CC1A1,2022-03-17T12:45:14.921895724Z,UNCONFIRMED_UP,3692,1,125000,7,4/5,903900000,-101,-101,5.75,19642.10338500142
260CC1A1,2022-03-17T12:45:34.558284613Z,UNCONFIRMED_UP,3693,1,125000,7,4/5,903900000,-103,-103,6.25,19636.38888899982
260CC1A1,2022-03-17T12:45:54.205210531Z,UNCONFIRMED_UP,3694,1,125000,7,4/5,903900000,-102,-102,6.5,19646.925917997956
260CC1A1,2022-03-17T12:46:13.850810107Z,UNCONFIRMED_UP,3695,1,125000,7,4/5,903900000,-103,-103,6.25,19645.59957600385
260CC1A1,2022-03-17T12:46:33.483085017Z,UNCONFIRMED_UP,3696,1,125000,7,4/5,903900000,-103,-103,7,19632.274910002947
260CC1A1,2022-03-17T12:47:14.261728803Z,UNCONFIRMED_UP,3698,1,125000,7,4/5,903900000,-103,-103,6.75,40778.643785998225
260CC1A1,2022-03-17T12:47:35.421175041Z,UNCONFIRMED_UP,3699,1,125000,7,4/5,903900000,-102,-102,6.5,21159.44623799622
260CC1A1,2022-03-17T12:47:55.041028340Z,UNCONFIRMED_UP,3700,1,125000,7,4/5,903900000,-102,-102,6.75,19619.85329899937
260CC1A1,2022-03-17T12:48:14.691531348Z,UNCONFIRMED_UP,3701,1,125000,7,4/5,903900000,-103,-103,7,19650.503008000553
